academic_year,academic_year_start,agency_name,agency_name_display,response_count,data_quality,placement_quality_score,recommendation_rate,overall_sentiment_score,concern_indicator_count,concern_flag,prepared_for_practice,learning_goals_met,supervision_frequency,supervision_quality,felt_prepared,comp_1_ethical_professional,comp_2_human_rights_justice,comp_3_adei,comp_4_research_informed,comp_5_policy_practice,comp_6_engage,comp_7_assess,comp_8_intervene,comp_9_evaluate,comments_supervisor_polarity,least_helpful_polarity,most_helpful_polarity,other_comments_polarity,recommend_reason_polarity
2018-2019,2018,denver human services,Denver Human Services,1,limited,4.8,1.0,0.0675,0,no flag,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,-0.743,0.128,,0.8176
2018-2019,2018,department of health and human services,Department Of Health And Human Services,1,limited,4.8,0.0,-0.3489,2,review recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,,-0.8402,0.1513,,-0.3578
2018-2019,2018,disability determination services,Disability Determination Services,1,limited,4.8,1.0,0.3091,0,no flag,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.5704,0.6705,,0.8271
2018-2019,2018,eating disorder center of montana,Eating Disorder Center Of Montana,1,limited,4.2,1.0,0.4364,0,no flag,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,0.6705,0.128,0.4754,0.0,0.9081
2018-2019,2018,eden health,Eden Health,1,limited,4.6,1.0,0.4112,0,no flag,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,-0.2263,0.228,0.6997,,0.9432
2018-2019,2018,empowermt,Empowermt,1,limited,4.4,1.0,0.3852,0,no flag,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.4993,0.743,,0.9118
2018-2019,2018,fair-mont-egan school,Fair-Mont-Egan School,1,limited,3.6,1.0,0.5561,0,no flag,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,0.0772,0.7351,0.6597,0.6597,0.6486
2018-2019,2018,families first learning lab,Families First Learning Lab,2,limited,4.4,1.0,0.4237,0,no flag,4.5,4.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,0.775,0.085,0.4386,0.0,0.8198
2018-2019,2018,frontier behavioral health,Frontier Behavioral Health,2,limited,2.6,0.5,0.167,2,review recommended,2.5,2.5,3.0,3.0,2.0,3.0,3.0,3.0,2.5,3.0,2.0,3.0,3.5,2.5,0.3456,-0.1934,0.4643,0.0,0.2184
2018-2019,2018,gateway to success,Gateway To Success,1,limited,3.8,1.0,0.3887,0,no flag,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,0.6705,-0.4993,0.4754,,0.9081
2018-2019,2018,greater valley health center,Greater Valley Health Center,1,limited,2.0,0.0,0.1334,2,review recommended,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,0.223,-0.3252,0.7717,0.0,-0.0026
2018-2019,2018,haven,Haven,1,limited,4.0,1.0,0.519,0,no flag,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,0.1531,0.3947,0.6249,0.5106,0.9118
2018-2019,2018,health promotion disease prevention,Health Promotion Disease Prevention,1,limited,3.8,1.0,0.6165,0,no flag,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,0.228,0.6705,,0.9509
2018-2019,2018,international rescue committee,International Rescue Committee,2,limited,4.9,1.0,0.6254,0,no flag,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,5.0,5.0,5.0,,0.293,0.7154,,0.8677
2018-2019,2018,keystone therapy and training services,Keystone Therapy And Training Services,1,limited,4.6,1.0,0.217,0,no flag,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,-0.1154,-0.4767,0.34,0.7003,0.6369
2018-2019,2018,la family housing,La Family Housing,1,limited,5.0,0.0,0.2074,1,no flag,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,,0.2846,0.6478,0.0,-0.1027
2018-2019,2018,lewis and clark county detention center,Lewis And Clark County Detention Center,1,limited,4.2,1.0,0.4895,0,no flag,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,0.0,,0.8126,0.3182,0.8271
2018-2019,2018,lincoln families,Lincoln Families,1,limited,3.8,1.0,0.3504,0,no flag,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,0.0,-0.25,0.7425,0.3182,0.9413
2018-2019,2018,logan health medical center,Logan Health Medical Center,1,limited,3.8,1.0,0.5963,0,no flag,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,0.0,,0.8807,,0.9081
2018-2019,2018,missoula city county health department,Missoula City County Health Department,1,limited,4.8,0.0,0.0867,1,no flag,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,0.5106,0.2846,-0.2023,,-0.2462
2018-2019,2018,missoula county public schools,Missoula County Public Schools,2,limited,4.2,1.0,0.3721,0,no flag,4.5,4.5,4.0,4.0,4.0,4.5,4.5,4.0,4.5,4.0,4.5,4.5,4.5,4.0,0.1531,0.3626,0.098,,0.8748
2018-2019,2018,missoula early head start,Missoula Early Head Start,1,limited,4.2,1.0,0.3622,0,no flag,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,-0.296,0.4672,,0.9153
2018-2019,2018,missoula food bank,Missoula Food Bank,1,limited,4.6,0.0,-0.067,2,review recommended,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,,-0.3252,0.2732,,-0.1491
2018-2019,2018,missoula interfaith collaborative,Missoula Interfaith Collaborative,3,sufficient,4.87,1.0,0.4974,0,no flag,5.0,4.67,5.0,5.0,4.67,4.33,5.0,4.0,4.33,4.0,4.67,4.67,4.0,4.67,0.5554,-0.0354,0.7714,0.358,0.8376
2018-2019,2018,missoula parks and recreation,Missoula Parks And Recreation,1,limited,4.4,1.0,0.5577,0,no flag,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.5106,0.069,0.743,,0.9081
2018-2019,2018,montana innocence project,Montana Innocence Project,1,limited,5.0,1.0,0.6879,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.6705,0.4215,0.7089,,0.9509
2018-2019,2018,mountain home montana,Mountain Home Montana,1,limited,5.0,1.0,0.42,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,-0.5704,0.891,,0.9393
2018-2019,2018,nasw montana,Nasw Montana,1,limited,4.6,1.0,0.1741,0,no flag,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,,-0.4993,0.0679,,0.9538
2018-2019,2018,office of the state public defender,Office Of The State Public Defender,2,limited,5.0,1.0,0.5637,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,4.5,4.0,4.5,5.0,0.5106,0.2263,0.8146,0.3182,0.9488
2018-2019,2018,on target aba,On Target Aba,1,limited,4.8,1.0,0.5389,0,no flag,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,,0.0,0.8221,0.4215,0.9118
2018-2019,2018,partners in home care,Partners In Home Care,3,sufficient,4.8,1.0,0.3779,0,no flag,5.0,5.0,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,5.0,4.67,5.0,0.4037,-0.0187,0.5492,0.0,0.9554
2018-2019,2018,partnership health center,Partnership Health Center,1,limited,4.0,1.0,0.3518,0,no flag,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,0.0,-0.4993,0.8957,0.4215,0.9413
2018-2019,2018,paxson elementary school,Paxson Elementary School,1,limited,4.2,0.0,-0.1162,2,review recommended,5.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,0.0,-0.5472,0.4404,,-0.3578
2018-2019,2018,peachtree pediatric therapy center,Peachtree Pediatric Therapy Center,1,limited,1.4,0.0,-0.1374,3,review recommended,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,-0.6827,-0.3252,0.4019,0.4404,-0.5216
2018-2019,2018,planned parenthood of montana,Planned Parenthood Of Montana,1,limited,3.4,1.0,0.6058,1,no flag,3.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,0.5106,0.4215,0.4754,0.7096,0.9118
2018-2019,2018,poverello center inc,Poverello Center Inc,1,limited,4.8,1.0,0.493,0,no flag,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,,-0.25,0.8173,,0.9118
2018-2019,2018,prairie hills recovery center,Prairie Hills Recovery Center,1,limited,4.6,1.0,0.457,0,no flag,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.6486,0.0,0.4019,0.2944,0.9403
2018-2019,2018,rimrock foundation,Rimrock Foundation,1,limited,4.2,1.0,0.571,0,no flag,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1531,0.4215,0.807,,0.9022
2018-2019,2018,"rocky mountain development council, inc","Rocky Mountain Development Council, Inc.",1,limited,4.6,1.0,0.3906,0,no flag,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,0.1531,0.0,0.4754,,0.9337
2018-2019,2018,soft landing missoula,Soft Landing Missoula,1,limited,4.0,0.0,0.0095,2,review recommended,4.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,,-0.2263,0.6997,,-0.4449
2018-2019,2018,spot to talk,Spot To Talk,1,limited,4.0,1.0,0.5922,0,no flag,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,,0.0,0.6124,0.8481,0.9081
2018-2019,2018,st. patrick hospital,St. Patrick Hospital,3,sufficient,4.2,0.67,0.4993,1,no flag,3.67,4.33,5.0,4.33,3.67,3.33,4.0,4.0,3.67,4.67,3.0,3.67,3.67,4.0,0.0,0.388,0.6857,0.7096,0.713
2018-2019,2018,stepping stones,Stepping Stones,1,limited,4.2,1.0,0.2526,0,no flag,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.069,0.0,,0.9413
2018-2019,2018,trillium family services,Trillium Family Services,1,limited,4.2,1.0,0.3207,0,no flag,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,,-0.4993,0.5106,,0.9509
2018-2019,2018,trio student support services,Trio Student Support Services,2,limited,4.8,1.0,0.4872,0,no flag,5.0,5.0,4.5,4.5,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,3.5,0.2674,0.0857,0.7499,0.4372,0.8956
2018-2019,2018,turning winds,Turning Winds,1,limited,4.6,1.0,0.5007,0,no flag,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,,0.3818,0.1761,,0.9442
2018-2019,2018,village healthcare center,Village Healthcare Center,1,limited,5.0,1.0,0.5077,0,no flag,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6705,-0.3612,0.7783,,0.9432
2018-2019,2018,vivent health,Vivent Health,1,limited,3.6,0.0,-0.1253,2,review recommended,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,0.069,0.0,,-0.4449
2018-2019,2018,western montana mental health center,Western Montana Mental Health Center,1,limited,4.2,1.0,0.4448,0,no flag,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,0.7845,-0.4767,0.6597,0.5563,0.7003
2018-2019,2018,yellowstone boys and girls ranch,Yellowstone Boys And Girls Ranch,1,limited,4.4,1.0,0.5508,0,no flag,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.8074,-0.079,0.6478,,0.8271
2018-2019,2018,youth court services,Youth Court Services,1,limited,3.8,1.0,0.4474,0,no flag,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,,-0.2118,0.7269,,0.8271
2018-2019,2018,youth crisis center inc,Youth Crisis Center Inc.,1,limited,4.4,1.0,0.8192,0,no flag,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.8074,,0.6705,0.8481,0.9509
2018-2019,2018,youth dynamics,Youth Dynamics,1,limited,5.0,1.0,0.5667,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,,0.0,0.743,,0.9571
2018-2019,2018,youth homes,Youth Homes,3,sufficient,4.6,1.0,0.3211,0,no flag,4.67,5.0,4.0,4.67,4.67,4.33,5.0,5.0,5.0,4.67,5.0,5.0,4.33,4.67,,-0.6361,0.5637,0.4215,0.9352
2018-2019,2018,ywca,Ywca,1,limited,4.8,1.0,0.463,0,no flag,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,0.5106,0.4019,,0.9393
2019-2020,2019,3 rivers mental health center,3 Rivers Mental Health Center,1,limited,2.8,0.0,0.0043,3,review recommended,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,-0.2734,-0.0616,0.765,0.101,-0.5096
2019-2020,2019,307 therapy,307 Therapy,1,limited,4.0,0.0,0.1448,1,no flag,5.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5984,0.1255
2019-2020,2019,aaniiih nakoda college,Aaniiih Nakoda College,1,limited,2.6,1.0,0.1122,1,no flag,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.1531,-0.3252,0.4019,0.6597,-0.3285
2019-2020,2019,abbie shelter,Abbie Shelter,3,sufficient,3.73,0.67,0.2947,1,no flag,3.33,3.67,3.67,4.0,4.0,4.0,4.33,3.67,3.67,3.67,3.67,4.33,4.0,2.67,0.2692,-0.1025,0.5553,,0.4568
2019-2020,2019,acenda integrated health,Acenda Integrated Health,1,limited,3.2,1.0,0.3408,1,no flag,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,0.4404,0.0,0.4215,0.4404,0.4019
2019-2020,2019,affordable housing trust fund,Affordable Housing Trust Fund,1,limited,4.4,1.0,0.6162,0,no flag,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,0.4926,0.3182,0.7214,,0.9325
2019-2020,2019,ag worker health and services,Ag Worker Health And Services,1,limited,3.4,1.0,0.6487,1,no flag,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.8016,0.4754,0.6962,0.836,0.4341
2019-2020,2019,alaska family services,Alaska Family Services,1,limited,5.0,1.0,0.6482,0,no flag,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,0.9584,-0.3595,0.9337,0.8089,0.8997
2019-2020,2019,aspen adult services,Aspen Adult Services,1,limited,3.4,1.0,0.087,1,no flag,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,-0.3612,0.0,0.6059,0.0,0.1901
2019-2020,2019,behavioral health resources,Behavioral Health Resources,1,limited,5.0,0.0,0.349,1,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,0.6901,0.0772,0.7774,,-0.1489
2019-2020,2019,benefis health system,Benefis Health System,2,limited,2.5,0.5,0.2516,2,review recommended,3.0,3.0,2.5,3.0,1.0,3.0,3.0,2.5,2.0,4.0,3.5,2.5,3.0,1.5,-0.0612,-0.1132,0.5607,0.4215,0.4501
2019-2020,2019,big sky palliative & hospice,Big Sky Palliative & Hospice,4,sufficient,2.05,0.25,0.0214,3,review recommended,1.25,2.0,2.0,2.5,2.5,2.25,2.75,3.25,2.5,2.5,2.25,2.75,2.5,2.75,-0.3667,-0.4272,0.2149,0.61,0.0761
2019-2020,2019,bitterroot cares,Bitterroot Cares,1,limited,4.4,1.0,0.6164,0,no flag,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0.7184,0.0,0.9246,,0.8225
2019-2020,2019,boys and girls club,Boys And Girls Club,3,sufficient,3.27,0.33,0.1876,2,review recommended,4.0,3.0,3.67,2.67,3.0,2.67,4.33,3.0,2.33,3.33,3.67,2.67,2.67,2.33,0.069,-0.1133,0.4571,0.37,0.1552
2019-2020,2019,bozeman school district 7,Bozeman School District 7,1,limited,3.2,1.0,0.3438,1,no flag,1.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,0.5106,0.0,0.4118,0.0,0.7964
2019-2020,2019,bureau of indian affairs,Bureau Of Indian Affairs,1,limited,4.0,1.0,0.6654,0,no flag,5.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.5267,0.4215,0.9246,0.6697,0.7845
2019-2020,2019,cameron r-1 school district,Cameron R-1 School District,1,limited,4.6,1.0,0.5066,0,no flag,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.5106,0.0,0.891,,0.6249
2019-2020,2019,casa for children,Casa For Children,1,limited,4.4,1.0,0.1362,0,no flag,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,-0.3182,0.7269,,0.0
2019-2020,2019,catalyst mt,Catalyst Mt,1,limited,3.0,0.0,0.3927,2,review recommended,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,0.8883,-0.5413,0.8625,,0.3612
2019-2020,2019,cedar creek integrated health,Cedar Creek Integrated Health,1,limited,2.2,1.0,0.1898,1,no flag,3.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0,3.0,5.0,4.0,3.0,5.0,3.0,-0.3089,0.0,0.5106,,0.5574
2019-2020,2019,"center for children, families and workforce development","Center For Children, Families And Workforce Development",5,sufficient,3.72,0.4,0.2095,1,no flag,3.2,4.0,3.8,4.0,3.6,3.8,3.8,3.6,3.2,3.6,4.0,3.0,3.4,3.0,0.168,-0.2875,0.4427,0.4764,0.2478
2019-2020,2019,center for restorative youth justice,Center For Restorative Youth Justice,1,limited,3.8,0.0,0.7554,1,no flag,3.0,3.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,0.9678,0.3612,0.5859,0.8746,0.9875
2019-2020,2019,child and family service department,Child And Family Service Department,6,sufficient,3.33,0.5,0.2261,2,review recommended,2.83,3.67,3.17,2.67,4.33,2.83,2.67,3.0,2.67,2.83,2.5,2.83,3.33,2.67,0.3192,-0.0944,0.0171,0.7238,0.1648
2019-2020,2019,city of olympia,City Of Olympia,1,limited,4.4,1.0,0.2642,0,no flag,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,0.4767,0.0,0.0,0.0,0.8442
2019-2020,2019,clark fork valley hospital & family medicine network,Clark Fork Valley Hospital & Family Medicine Network,1,limited,4.6,1.0,0.2903,0,no flag,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.296,0.2732,0.296,,0.296
2019-2020,2019,crime victim advocate program,Crime Victim Advocate Program,2,limited,3.7,0.5,0.4325,1,no flag,3.5,4.0,5.0,3.5,2.5,4.5,4.5,4.5,4.0,3.0,5.0,3.5,5.0,3.0,0.4316,0.089,0.5922,0.5106,0.5389
2019-2020,2019,crisis connections,Crisis Connections,1,limited,4.2,1.0,0.4792,0,no flag,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,0.6486,-0.3252,0.6597,,0.9337
2019-2020,2019,crisis text line,Crisis Text Line,2,limited,3.6,0.5,0.3307,1,no flag,5.0,4.0,4.5,1.5,3.0,3.5,4.5,4.5,2.0,2.5,4.5,4.0,4.5,4.0,0.2872,-0.34,0.7072,0.4404,0.5586
2019-2020,2019,crosswinds recovery,Crosswinds Recovery,1,limited,4.2,1.0,0.3733,0,no flag,5.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,0.6249,0.4767,0.765
2019-2020,2019,curry health center,Curry Health Center,8,sufficient,3.87,0.75,0.4026,0,no flag,3.75,4.0,3.75,3.75,4.12,2.5,3.88,4.12,3.75,4.0,3.62,3.62,3.5,3.0,0.5128,-0.0181,0.5525,0.5017,0.4641
2019-2020,2019,department of health and human services,Department Of Health And Human Services,1,limited,3.8,1.0,0.6483,0,no flag,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,0.8625,0.0,0.9246,0.6697,0.7845
2019-2020,2019,dewitt rite care clinic,Dewitt Rite Care Clinic,1,limited,2.6,0.0,0.0558,2,review recommended,2.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,-0.3612,0.0,0.0,0.4404,0.1999
2019-2020,2019,eating disorder center of montana,Eating Disorder Center Of Montana,1,limited,4.4,1.0,0.5111,0,no flag,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,0.7845,0.0,0.9485,0.0,0.8225
2019-2020,2019,families first learning lab,Families First Learning Lab,3,sufficient,2.47,0.33,0.2069,2,review recommended,2.67,2.67,2.0,2.33,2.67,2.33,1.67,1.67,3.0,2.67,3.67,1.67,2.67,1.67,0.2019,-0.0812,-0.0581,0.5895,0.3823
2019-2020,2019,friends forever mentoring,Friends Forever Mentoring,1,limited,2.2,1.0,0.4532,1,no flag,1.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9366,-0.0616,0.7425,0.0,0.6486
2019-2020,2019,germane and wise mental health consulting,Germane And Wise Mental Health Consulting,1,limited,1.2,0.0,0.2034,2,review recommended,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-0.0616,0.7579,0.596,-0.2755
2019-2020,2019,grandview family counseling,Grandview Family Counseling,1,limited,2.2,1.0,0.415,1,no flag,2.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,0.4576,0.0,0.5023,,0.7003
2019-2020,2019,habitat for humanity of gallatin valley,Habitat For Humanity Of Gallatin Valley,1,limited,4.8,1.0,0.1812,0,no flag,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,-0.3252,0.4404,0.0,0.7906
2019-2020,2019,hamilton school district 4,Hamilton School District 4,1,limited,4.8,1.0,0.4653,0,no flag,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.4588,0.0,0.6808,0.5499,0.6369
2019-2020,2019,haven,Haven,1,limited,4.8,1.0,0.4215,0,no flag,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,0.4215,,
2019-2020,2019,helena indian alliance,Helena Indian Alliance,1,limited,3.4,1.0,-0.0237,2,review recommended,5.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,-0.2249,-0.6648,0.4939,0.3291,-0.0516
2019-2020,2019,helena valley addiction services,Helena Valley Addiction Services,1,limited,4.8,1.0,0.4638,0,no flag,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,0.4588,-0.3252,0.8481,0.7003,0.6369
2019-2020,2019,international rescue committee,International Rescue Committee,4,sufficient,3.35,0.75,0.493,1,no flag,3.0,4.25,2.5,3.25,3.75,3.75,4.0,4.0,4.75,3.75,4.5,3.75,4.25,3.0,0.5849,0.2061,0.5728,0.636,0.4654
2019-2020,2019,kayenta health center,Kayenta  Health Center,1,limited,3.6,1.0,0.4184,0,no flag,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,0.3506,-0.4082,0.5859,0.6705,0.8934
2019-2020,2019,keystone therapy and training services,Keystone Therapy And Training Services,1,limited,1.8,0.0,0.1207,2,review recommended,2.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,-0.1027,0.0,-0.1531,0.7089,0.1506
2019-2020,2019,la family housing,La Family Housing,1,limited,2.4,0.0,-0.2653,3,review recommended,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,-0.4767,-0.34,0.0,-0.5096
2019-2020,2019,lewis and clark county detention center,Lewis And Clark County Detention Center,1,limited,4.0,1.0,0.7009,0,no flag,2.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,0.7783,0.4188,0.908,0.6808,0.7184
2019-2020,2019,littleton public schools,Littleton Public Schools,1,limited,4.6,1.0,0.8496,0,no flag,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,0.9678,0.657,0.8368,,0.937
2019-2020,2019,logan health medical center,Logan Health Medical Center,1,limited,4.8,1.0,0.3147,0,no flag,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,0.3597,-0.3252,0.8481,0.0,0.6908
2019-2020,2019,lynn rice therapy,Lynn Rice Therapy,1,limited,3.8,1.0,0.5494,0,no flag,2.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,0.8176,0.0,0.4754,0.6697,0.7845
